aid,diffmaglim,fid,mjd,oid,sid,tid
"",14.6666,2,59778.269594899844,"ZTF21aaihgbk","","ztf"
"",20.1368,2,59801.20714120008,"ZTF21aaihgbk","","ztf"
"",19.0922,2,59802.24506939994,"ZTF21aaihgbk","","ztf"
"",20.6067,2,59809.18721059989,"ZTF21aaihgbk","","ztf"
"",20.3526,2,59811.342106500175,"ZTF21aaihgbk","","ztf"
"",20.7114,2,59819.20186340017,"ZTF21aaihgbk","","ztf"
"",20.6314,2,59821.24710649997,"ZTF21aaihgbk","","ztf"
"",20.557,2,59823.18255789997,"ZTF21aaihgbk","","ztf"
"",20.0682,2,59823.27861109981,"ZTF21aaihgbk","","ztf"
"",20.53,2,59825.17445599986,"ZTF21aaihgbk","","ztf"
"",19.9296,2,59825.3264930998,"ZTF21aaihgbk","","ztf"
"",19.9762,2,59827.30706019979,"ZTF21aaihgbk","","ztf"
"",20.0621,2,59827.3240278,"ZTF21aaihgbk","","ztf"
"",19.8969,2,59829.1618170999,"ZTF21aaihgbk","","ztf"
"",20.369,2,59843.18462960003,"ZTF21aaihgbk","","ztf"
"",20.4735,2,59844.15835649986,"ZTF21aaihgbk","","ztf"
"",20.5073,2,59845.15628470015,"ZTF21aaihgbk","","ztf"
"",20.511,2,59847.181539400015,"ZTF21aaihgbk","","ztf"
"",20.4182,2,59849.13276620023,"ZTF21aaihgbk","","ztf"
"",20.4853,2,59850.137581000105,"ZTF21aaihgbk","","ztf"
"",20.5976,2,59853.196608799975,"ZTF21aaihgbk","","ztf"
"",20.3324,2,59855.15599540016,"ZTF21aaihgbk","","ztf"
"",19.8851,2,59857.182708300184,"ZTF21aaihgbk","","ztf"
"",19.9293,2,59857.20341440011,"ZTF21aaihgbk","","ztf"
"",19.9599,2,59859.13541670004,"ZTF21aaihgbk","","ztf"
"",19.7532,2,59859.24861110002,"ZTF21aaihgbk","","ztf"
"",19.3538,2,59861.26843750011,"ZTF21aaihgbk","","ztf"
"",19.8901,2,59862.13858800009,"ZTF21aaihgbk","","ztf"
"",20.2689,2,59872.11978009995,"ZTF21aaihgbk","","ztf"
"",20.2358,2,59872.120729200076,"ZTF21aaihgbk","","ztf"
"",20.4168,2,59874.1374884001,"ZTF21aaihgbk","","ztf"
"",20.1288,2,59877.13646990014,"ZTF21aaihgbk","","ztf"
"",20.4509,2,59879.11912039993,"ZTF21aaihgbk","","ztf"
"",19.2016,2,59888.11478010006,"ZTF21aaihgbk","","ztf"
"",19.5306,2,59889.13776620012,"ZTF21aaihgbk","","ztf"
"",19.6623,2,59894.15746530006,"ZTF21aaihgbk","","ztf"
"",20.0747,2,59895.10407410003,"ZTF21aaihgbk","","ztf"
"",19.606,2,59897.17583330022,"ZTF21aaihgbk","","ztf"
"",19.6349,2,59899.11890049977,"ZTF21aaihgbk","","ztf"
"",19.6228,2,59900.115046299994,"ZTF21aaihgbk","","ztf"
"",17.835,2,59901.16237269994,"ZTF21aaihgbk","","ztf"
"",19.3493,2,59902.136701399926,"ZTF21aaihgbk","","ztf"
"",19.4475,2,59903.13998840004,"ZTF21aaihgbk","","ztf"
"",18.5658,2,59905.13614579989,"ZTF21aaihgbk","","ztf"
"",18.9153,2,59907.15968749998,"ZTF21aaihgbk","","ztf"
"",19.8607,2,59909.10383100016,"ZTF21aaihgbk","","ztf"
"",19.2677,2,59967.51246530004,"ZTF21aaihgbk","","ztf"
"",19.2757,2,59972.51723380014,"ZTF21aaihgbk","","ztf"
"",19.9515,2,59994.472326400224,"ZTF21aaihgbk","","ztf"
"",20.1683,2,60021.48938659998,"ZTF21aaihgbk","","ztf"
"",20.2245,2,60029.46186339995,"ZTF21aaihgbk","","ztf"
"",20.1328,2,60032.4556481,"ZTF21aaihgbk","","ztf"
"",19.8704,2,60042.47155090002,"ZTF21aaihgbk","","ztf"
"",20.1204,2,60044.40524310013,"ZTF21aaihgbk","","ztf"
"",20.3044,2,60044.43028939981,"ZTF21aaihgbk","","ztf"
"",20.3953,2,60046.37065970013,"ZTF21aaihgbk","","ztf"
"",20.573,2,60049.48549770005,"ZTF21aaihgbk","","ztf"
"",20.8075,2,60051.44655090012,"ZTF21aaihgbk","","ztf"
"",20.4703,2,60054.472986099776,"ZTF21aaihgbk","","ztf"
"",20.4936,2,60060.45206019981,"ZTF21aaihgbk","","ztf"
"",20.482,2,60060.465138900094,"ZTF21aaihgbk","","ztf"
"",20.6976,2,60062.47388890013,"ZTF21aaihgbk","","ztf"
"",20.6579,2,60062.47532409988,"ZTF21aaihgbk","","ztf"
"",20.4475,2,60064.454351900145,"ZTF21aaihgbk","","ztf"
"",20.0204,2,60072.44186339993,"ZTF21aaihgbk","","ztf"
"",20.0356,2,60072.46440970013,"ZTF21aaihgbk","","ztf"
"",20.6071,2,60076.45429399982,"ZTF21aaihgbk","","ztf"
"",20.5922,2,60076.456192099955,"ZTF21aaihgbk","","ztf"
"",20.7835,2,60078.4079167,"ZTF21aaihgbk","","ztf"
"",20.716,2,60078.41082180012,"ZTF21aaihgbk","","ztf"
"",20.6942,2,60081.38869210007,"ZTF21aaihgbk","","ztf"
"",20.4728,2,60081.406701399945,"ZTF21aaihgbk","","ztf"
"",20.8092,2,60083.45402779989,"ZTF21aaihgbk","","ztf"
"",20.7495,2,60083.461087999865,"ZTF21aaihgbk","","ztf"
